RECON_ID,EXT_INVOICE_KEY,CUSTOMER_ID,INVOICE_AMOUNT,PAYMENT_TOTAL,DIFFERENCE,MATCH_STATUS,RUN_AT,RUN_ID,RUN_LABEL
a8da6e3c-4629-4f5c-90bd-3541135512a1,INV0117,28,1543,4650,-3108,OVERPAID,2025-09-17T01:56:47.34Z,,
c732766e-ff1b-4f35-87af-bc36234394e7,INV0125,23,2893,14677,-11783,OVERPAID,2025-09-17T01:56:47.34Z,,
8c4e96db-79cc-4640-acb2-0870d093af96,INV0196,37,1314,6715,-5401,OVERPAID,2025-09-17T01:56:47.34Z,,
25696f7b-c947-4dbd-b7cd-f9fd12fad50b,INV0164,29,1158,20817,-19659,OVERPAID,2025-09-17T01:56:47.34Z,,
4b84fc93-3979-4ea9-9201-ab24f0920115,INV0081,8,3590,5025,-1436,OVERPAID,2025-09-17T01:56:47.34Z,,
e841fcd3-a988-43b0-867c-b593c0c74b20,INV0108,17,4774,5284,-510,OVERPAID,2025-09-17T01:56:47.34Z,,
d9aecbd0-b0f3-4924-98c4-6c0985eddc13,INV0147,15,4461,7420,-2959,OVERPAID,2025-09-17T01:56:47.34Z,,
8f501cce-d66d-48bb-a915-18c8ea144f3b,INV0087,45,3322,17344,-14022,OVERPAID,2025-09-17T01:56:47.34Z,,
e6164c69-ec04-4f64-9787-4a304518b8c8,INV0143,14,4012,10126,-6114,OVERPAID,2025-09-17T01:56:47.34Z,,
56c006b0-225b-478b-9731-98c4ca1fc97f,INV0181,11,4196,5692,-1496,OVERPAID,2025-09-17T01:56:47.34Z,,
e3c26cf1-5c50-4406-8308-51402345de92,INV0187,27,2791,9428,-6637,OVERPAID,2025-09-17T01:56:47.34Z,,
3124a14b-336f-4a3e-9c47-8b378ccb6c1a,INV0195,9,2156,7653,-5497,OVERPAID,2025-09-17T01:56:47.34Z,,
338c3592-62c8-4ac1-95ce-5fa5c9b307c1,INV0051,2,1364,20312,-18948,OVERPAID,2025-09-17T01:56:47.34Z,,
c2bc102d-001c-4de8-b0ee-5a4abfa69284,INV0005,8,1882,5025,-3144,OVERPAID,2025-09-17T01:56:47.34Z,,
e49f072d-11bb-4736-9f55-cd1372f12a28,INV0016,3,1465,4584,-3118,OVERPAID,2025-09-17T01:56:47.34Z,,
4d93726b-d985-4af2-ab62-8304ba6a64d6,INV0028,44,3198,7350,-4152,OVERPAID,2025-09-17T01:56:47.34Z,,
7cd14f68-c670-49da-9dc9-2909e48131cd,INV0047,14,1771,10126,-8355,OVERPAID,2025-09-17T01:56:47.34Z,,
d8c2c71e-2760-4330-b1f1-d60b4f81cbcc,INV0079,48,3295,9409,-6114,OVERPAID,2025-09-17T01:56:47.34Z,,
24ed9d2d-1260-4c98-b0fa-7feab26b2050,INV0107,11,4708,5692,-984,OVERPAID,2025-09-17T01:56:47.34Z,,
dc09dcbf-d3f6-43e8-b816-64b1d4e76b42,INV0197,33,1844,14061,-12217,OVERPAID,2025-09-17T01:56:47.34Z,,
6ce2fc4c-0661-4fd1-ad36-be90e0f4e647,INV0024,21,3832,8156,-4324,OVERPAID,2025-09-17T01:56:47.34Z,,
e817889c-3f48-4251-9bc2-dcb8e12d472d,INV0026,12,3668,0,3668,UNPAID,2025-09-17T01:56:47.34Z,,
09c5bbb7-68d2-44dc-b383-c94a9a1f46b3,INV0038,3,181,4584,-4402,OVERPAID,2025-09-17T01:56:47.34Z,,
3e10075b-cb9c-4960-8788-74d9bcd26af5,INV0042,9,954,7653,-6699,OVERPAID,2025-09-17T01:56:47.34Z,,
f0c60e7c-64c1-47e0-9c04-fe21beda367f,INV0101,9,1057,7653,-6597,OVERPAID,2025-09-17T01:56:47.34Z,,
9d385b3d-45fb-4291-8cb0-76af6805a872,INV0044,18,1995,4928,-2933,OVERPAID,2025-09-17T01:56:47.34Z,,
f8dd717b-2b73-497c-8530-f905fd285b69,INV0055,7,2695,1987,708,PARTIAL,2025-09-17T01:56:47.34Z,,
0c2f74f1-61a7-4a65-9fb3-6a41db841199,INV0071,18,3072,4928,-1857,OVERPAID,2025-09-17T01:56:47.34Z,,
37baea76-fedc-49c5-ab83-172f6d936052,INV0090,24,1902,9907,-8005,OVERPAID,2025-09-17T01:56:47.34Z,,
7a33ca9d-53ff-473f-aeed-bcbe457e4d63,INV0105,8,3263,5025,-1763,OVERPAID,2025-09-17T01:56:47.34Z,,
2a265679-b1dc-46dd-be2b-870c46cbc089,INV0128,35,4951,6426,-1475,OVERPAID,2025-09-17T01:56:47.34Z,,
006ae7f9-06d4-4965-8e71-4e7dab7e3f41,INV0134,1,3542,13526,-9983,OVERPAID,2025-09-17T01:56:47.34Z,,
bd789365-2ca8-4b21-9839-c2c172a3215c,INV0154,49,2759,13511,-10752,OVERPAID,2025-09-17T01:56:47.34Z,,
71464a15-70b1-412b-97a5-a305b90fa946,INV0173,45,2630,17344,-14714,OVERPAID,2025-09-17T01:56:47.34Z,,
f352507f-b404-421f-bdb1-70ff9fd03f7e,INV0174,6,1682,9668,-7986,OVERPAID,2025-09-17T01:56:47.34Z,,
433f7dde-4a37-4e59-b734-8a55b4ddbf48,INV0021,30,4930,18714,-13784,OVERPAID,2025-09-17T01:56:47.34Z,,
fbeeb329-67b0-4302-ab84-fd6612f77304,INV0103,1,1476,13526,-12050,OVERPAID,2025-09-17T01:56:47.34Z,,
9c09e7c3-946c-4dd9-b093-3c4d34b23a89,INV0189,41,3335,0,3335,UNPAID,2025-09-17T01:56:47.34Z,,
7fd4bbcb-047e-4df2-a8f0-c5157bc35547,INV0170,28,3223,4650,-1427,OVERPAID,2025-09-17T01:56:47.34Z,,
ec22e848-1c6f-481b-8ff2-912791799729,INV0155,32,1504,1857,-353,OVERPAID,2025-09-17T01:56:47.34Z,,
ff94ade9-231d-48e8-a270-124140fb7660,INV0172,42,4882,9211,-4329,OVERPAID,2025-09-17T01:56:47.34Z,,
929e93c4-16fd-4485-b420-63e97ca947ab,INV0076,36,888,12156,-11268,OVERPAID,2025-09-17T01:56:47.34Z,,
7fb98fe1-d67a-4b46-84ea-696aac92786f,INV0169,22,2749,8950,-6201,OVERPAID,2025-09-17T01:56:47.34Z,,
23779f6c-5250-4fcf-b441-fb8e67e6f9ea,INV0066,2,3921,20312,-16391,OVERPAID,2025-09-17T01:56:47.34Z,,
0ee0b781-ee2e-4d98-a695-55a319eb08ca,INV0130,40,2640,26610,-23970,OVERPAID,2025-09-17T01:56:47.34Z,,
15ea865b-e79c-428e-b350-14daf4a9874e,INV0085,21,3283,8156,-4873,OVERPAID,2025-09-17T01:56:47.34Z,,
ac82db7b-ccbc-4f14-9717-213253926182,INV0159,23,4131,14677,-10546,OVERPAID,2025-09-17T01:56:47.34Z,,
a04506ee-f16d-403f-8f37-0915bdc9edbd,INV0200,24,669,9907,-9238,OVERPAID,2025-09-17T01:56:47.34Z,,
d25d0ddf-b3ac-45ad-b364-844fe0e61acf,INV0194,27,3097,9428,-6331,OVERPAID,2025-09-17T01:56:47.34Z,,
f286066f-8f49-434a-b9ad-45ee2c6f0b59,INV0119,9,4271,7653,-3383,OVERPAID,2025-09-17T01:56:47.34Z,,
e1de6051-3138-4784-8ac0-ec9ae5b64b7a,INV0140,1,4575,13526,-8951,OVERPAID,2025-09-17T01:56:47.34Z,,
7f49a392-0e81-457a-96f8-6efb204f9850,INV0043,39,3486,6971,-3486,OVERPAID,2025-09-17T01:56:47.34Z,,
838c2d28-7255-4ca7-9c0c-acdac5684aa2,INV0110,35,1914,6426,-4512,OVERPAID,2025-09-17T01:56:47.34Z,,
32f4a879-b53a-4d3c-a56c-93653051558f,INV0148,15,1756,7420,-5664,OVERPAID,2025-09-17T01:56:47.34Z,,
01f483a6-313b-48b2-bbf4-ceccc407ebfa,INV0019,24,810,9907,-9097,OVERPAID,2025-09-17T01:56:47.34Z,,
526cff26-c119-413b-a078-17d20937ba9a,INV0078,31,3490,3490,0,MATCHED,2025-09-17T01:56:47.34Z,,
aa6ac151-d80d-41ab-8a3f-32fb468ce5b4,INV0111,35,176,6426,-6250,OVERPAID,2025-09-17T01:56:47.34Z,,
329658e2-f223-4809-8f5a-fabe4feb5db0,INV0153,39,2381,6971,-4590,OVERPAID,2025-09-17T01:56:47.34Z,,
319b048d-2ae4-4f81-86f4-68416a8a5258,INV0188,13,3602,4120,-518,OVERPAID,2025-09-17T01:56:47.34Z,,
c93dace0-54d0-43b3-ab2d-2421e1bf6adb,INV0058,47,4496,17199,-12702,OVERPAID,2025-09-17T01:56:47.34Z,,
9480ba91-f9c3-45ee-98bd-fdb85b2c173c,INV0093,45,4868,17344,-12476,OVERPAID,2025-09-17T01:56:47.34Z,,
858f25a6-4e8a-46df-b4c8-b64c37fd13ac,INV0157,30,249,18714,-18465,OVERPAID,2025-09-17T01:56:47.34Z,,
45d27910-f958-40a3-a593-d7324b15aab3,INV0167,32,353,1857,-1504,OVERPAID,2025-09-17T01:56:47.34Z,,
d76e3d8d-8191-4fd2-b534-d3035644af95,INV0190,3,1472,4584,-3112,OVERPAID,2025-09-17T01:56:47.34Z,,
69e8eae2-bb0d-4c77-9bf1-8fff23f5560a,INV0192,6,3716,9668,-5952,OVERPAID,2025-09-17T01:56:47.34Z,,
38233050-0170-4108-a5ff-18632d3782e6,INV0116,41,4280,0,4280,UNPAID,2025-09-17T01:56:47.34Z,,
a419c6a5-6240-4727-9ef7-8d686e53bc9a,INV0136,37,1539,6715,-5176,OVERPAID,2025-09-17T01:56:47.34Z,,
7c37f8f6-464e-4d1d-85cf-5f9682846621,INV0191,39,4779,6971,-2192,OVERPAID,2025-09-17T01:56:47.34Z,,
26bf2833-ed6a-4d50-8fb1-b3d4f8db4e73,INV0032,42,4193,9211,-5018,OVERPAID,2025-09-17T01:56:47.34Z,,
67120ac6-f036-4850-9b73-1d142c379ae8,INV0040,7,1210,1987,-777,OVERPAID,2025-09-17T01:56:47.34Z,,
a40f32f4-c2cf-4e2a-8b6d-1a7557baf89b,INV0074,34,3351,14664,-11313,OVERPAID,2025-09-17T01:56:47.34Z,,
bf985175-9126-4965-a420-4b619c690ecf,INV0106,24,968,9907,-8939,OVERPAID,2025-09-17T01:56:47.34Z,,
97f794bb-09d0-4394-8164-946fd298f429,INV0124,48,3511,9409,-5898,OVERPAID,2025-09-17T01:56:47.34Z,,
b5ddf94d-2c39-4949-8f60-ae2cd948ea30,INV0011,11,1496,5692,-4196,OVERPAID,2025-09-17T01:56:47.34Z,,
36413fca-e336-43cc-b676-237b0861f62e,INV0064,40,4496,26610,-22114,OVERPAID,2025-09-17T01:56:47.34Z,,
c005d7b7-d0ba-4962-8327-9ccd925547e6,INV0029,25,3204,13968,-10764,OVERPAID,2025-09-17T01:56:47.34Z,,
c48017e6-7da6-4236-b91a-fe606aca203c,INV0063,50,3657,7314,-3657,OVERPAID,2025-09-17T01:56:47.34Z,,
79fa64a2-bcb8-4cce-abb7-7afdc678dcfa,INV0034,16,1014,5964,-4950,OVERPAID,2025-09-17T01:56:47.34Z,,
05fef28a-f789-4806-863c-cb569236d44b,INV0039,37,2609,6715,-4106,OVERPAID,2025-09-17T01:56:47.34Z,,
12e8b354-78e1-4415-a8a5-67d356626876,INV0053,28,4104,4650,-546,OVERPAID,2025-09-17T01:56:47.34Z,,
afab9d82-02d6-4f05-af38-dc61266a69d2,INV0152,32,276,1857,-1581,OVERPAID,2025-09-17T01:56:47.34Z,,
8e183bc1-6c53-4671-b33c-1d4c2e0e7450,INV0162,15,2659,7420,-4761,OVERPAID,2025-09-17T01:56:47.34Z,,
21fb9158-d55e-46b4-81b4-150bffdfb89d,INV0193,8,2816,5025,-2209,OVERPAID,2025-09-17T01:56:47.34Z,,
c4c3139b-a3ff-4000-b22c-2a576f003261,INV0036,47,2995,17199,-14203,OVERPAID,2025-09-17T01:56:47.34Z,,
e0b452cf-a709-47be-a0a4-56c48855cb94,INV0069,4,892,3887,-2995,OVERPAID,2025-09-17T01:56:47.34Z,,
286c5098-120e-45c7-a0be-256bd1264ff7,INV0086,16,4261,5964,-1702,OVERPAID,2025-09-17T01:56:47.34Z,,
a4ea5775-fa9d-4182-919c-f82a74204552,INV0113,5,2198,9200,-7002,OVERPAID,2025-09-17T01:56:47.34Z,,
595b6393-e9b1-4b92-9959-7f678386fba4,INV0131,22,4399,8950,-4551,OVERPAID,2025-09-17T01:56:47.34Z,,
4b3b3483-f60e-4be1-b1c2-676db8f484b1,INV0178,44,484,7350,-6866,OVERPAID,2025-09-17T01:56:47.34Z,,
