EXCEPTION_ID,EXT_INVOICE_KEY,CUSTOMER_ID,ISSUE_TYPE,ISSUE_DETAILS,SUGGESTED_ACTION,RESOLVED,RUN_AT,RUN_ID
db8f33e0-7d7c-43e6-b318-65b48f7e5a0a,INV0020,44,OVERPAYMENT,"Invoice amount = 2498, Payments = 7350, Difference = -4852",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
453c3606-cf5c-43ee-a22f-f66a88de437b,INV0070,29,OVERPAYMENT,"Invoice amount = 4503, Payments = 20817, Difference = -16314",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
4e8d575f-5d79-4154-8d95-8b10542a1d01,INV0083,23,OVERPAYMENT,"Invoice amount = 1694, Payments = 14677, Difference = -12982",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
eaebec02-dca9-4c14-a292-d447cb490222,INV0150,42,OVERPAYMENT,"Invoice amount = 561, Payments = 9211, Difference = -8650",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
1c7e99b9-4f6b-45ea-9f63-1aa1427e347b,INV0163,43,OVERPAYMENT,"Invoice amount = 3873, Payments = 14260, Difference = -10387",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d3ee826d-5134-4d29-9994-2497cc1c05a0,INV0112,33,OVERPAYMENT,"Invoice amount = 4649, Payments = 14061, Difference = -9413",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
6ec3d624-743b-4dde-86b7-525ee549801b,INV0088,18,OVERPAYMENT,"Invoice amount = 2885, Payments = 4928, Difference = -2044",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
844c0159-8a42-418f-b70c-4642265ffb4a,INV0121,12,NO_PAYMENT,"Invoice amount = 931, Payments = 0, Difference = 931",Investigate missing payment or follow up with customer,FALSE,2025-09-17T01:56:47.34Z,
7063e889-ae67-4c98-bee8-d7d8ddb0e2ae,INV0133,35,OVERPAYMENT,"Invoice amount = 3515, Payments = 6426, Difference = -2910",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
fd3e458f-bae0-40c4-ad48-f18e9b240779,INV0050,26,OVERPAYMENT,"Invoice amount = 4399, Payments = 15116, Difference = -10717",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
0d8e86ac-d7b2-4447-be29-55eb5cffb8dc,INV0102,24,OVERPAYMENT,"Invoice amount = 3640, Payments = 9907, Difference = -6267",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
e8a7dbfa-655e-4699-a425-31f00416d23d,INV0144,39,OVERPAYMENT,"Invoice amount = 3285, Payments = 6971, Difference = -3686",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
1287a5b0-ba1d-4a4f-9b93-0906d01f190f,INV0171,2,OVERPAYMENT,"Invoice amount = 3658, Payments = 20312, Difference = -16655",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d1f39b36-81fe-47df-bd76-eb35584aa8b2,INV0179,20,OVERPAYMENT,"Invoice amount = 224, Payments = 7071, Difference = -6846",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
42abfc51-0886-4a70-b614-505460c5909d,INV0198,42,OVERPAYMENT,"Invoice amount = 3813, Payments = 9211, Difference = -5397",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
be3668da-33d3-4fbf-bf19-cc4de2847c62,INV0122,34,OVERPAYMENT,"Invoice amount = 2828, Payments = 14664, Difference = -11836",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5c364e69-fde1-4094-9d61-1f5e55ce9db5,INV0141,5,OVERPAYMENT,"Invoice amount = 2606, Payments = 9200, Difference = -6594",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
4ad1d836-aafa-43f1-8a28-cd97134ffd81,INV0127,37,OVERPAYMENT,"Invoice amount = 3114, Payments = 6715, Difference = -3601",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d4aff24b-77d5-4098-bb26-948c18114879,INV0129,44,OVERPAYMENT,"Invoice amount = 786, Payments = 7350, Difference = -6564",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
7898f677-ebf1-4bc4-b121-36e1c234b427,INV0142,26,OVERPAYMENT,"Invoice amount = 2557, Payments = 15116, Difference = -12559",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
eeae35f9-d580-4bfb-89a9-651c515ff48e,INV0161,45,OVERPAYMENT,"Invoice amount = 723, Payments = 17344, Difference = -16622",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
0eea44f7-aa66-434e-bb17-61d538d516d3,INV0145,27,OVERPAYMENT,"Invoice amount = 3540, Payments = 9428, Difference = -5889",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5ddb088c-2240-4369-bb9a-e0efcd530453,INV0001,39,OVERPAYMENT,"Invoice amount = 4720, Payments = 6971, Difference = -2251",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
b98de872-4f67-4647-8a5f-f5b59f749c18,INV0006,21,OVERPAYMENT,"Invoice amount = 4862, Payments = 8156, Difference = -3295",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d7bf398f-ad5d-4b22-9818-a46aa4914270,INV0010,11,OVERPAYMENT,"Invoice amount = 1574, Payments = 5692, Difference = -4118",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
bf9ef1f3-24cb-4774-94ff-ab76b2abfc56,INV0030,49,OVERPAYMENT,"Invoice amount = 2725, Payments = 13511, Difference = -10785",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
772ca120-0908-4ca0-b537-e2e231d7e5a2,INV0037,44,OVERPAYMENT,"Invoice amount = 3420, Payments = 7350, Difference = -3930",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
b30e7a49-62dd-4e8d-ac09-eaf526228760,INV0065,4,PARTIAL_PAYMENT,"Invoice amount = 4447, Payments = 3887, Difference = 560",Review outstanding balance and initiate collection,FALSE,2025-09-17T01:56:47.34Z,
f61afdbb-723b-420a-be61-41726b431e21,INV0158,37,OVERPAYMENT,"Invoice amount = 283, Payments = 6715, Difference = -6432",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
e00a27c8-1388-4751-bba0-fb7baa5ca303,INV0177,44,OVERPAYMENT,"Invoice amount = 2251, Payments = 7350, Difference = -5099",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
34264cd9-b250-4a3e-bd4f-035c1d3a2886,INV0132,27,OVERPAYMENT,"Invoice amount = 3730, Payments = 9428, Difference = -5699",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
740dc61c-f314-4878-bdf4-a3bf65342d51,INV0146,9,OVERPAYMENT,"Invoice amount = 3999, Payments = 7653, Difference = -3654",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
ff4a6739-38c2-4006-9fd8-7a8ea4a0eb0c,INV0052,20,OVERPAYMENT,"Invoice amount = 3334, Payments = 7071, Difference = -3737",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5bf9feab-6747-45a6-8c7c-559883dc4ca8,INV0048,50,OVERPAYMENT,"Invoice amount = 656, Payments = 7314, Difference = -6658",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
48ad0c9b-742f-44f4-b10a-2470c658ed73,INV0082,14,OVERPAYMENT,"Invoice amount = 1263, Payments = 10126, Difference = -8863",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
6d93ec0f-0424-4f70-aaf5-3737f902a78d,INV0149,26,OVERPAYMENT,"Invoice amount = 1940, Payments = 15116, Difference = -13176",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
28d4f014-ef2b-4717-bc1c-dcf4d5a345c8,INV0151,13,OVERPAYMENT,"Invoice amount = 2934, Payments = 4120, Difference = -1186",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
a1429af4-ba22-437f-ae39-6e70983a8420,INV0184,39,OVERPAYMENT,"Invoice amount = 949, Payments = 6971, Difference = -6022",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
642a95d8-d7a7-4323-abef-10fbc5df9aa9,INV0022,38,OVERPAYMENT,"Invoice amount = 1286, Payments = 7388, Difference = -6102",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
a4d65cb3-ee4e-48e4-925d-0843e1fb43f7,INV0033,28,OVERPAYMENT,"Invoice amount = 1672, Payments = 4650, Difference = -2979",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
3a6651f5-d4f5-4b03-a29a-0b8b86b236c0,INV0054,47,OVERPAYMENT,"Invoice amount = 2820, Payments = 17199, Difference = -14378",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
e91dbea6-cccd-4a2e-8680-f6a959e5dafb,INV0166,13,OVERPAYMENT,"Invoice amount = 518, Payments = 4120, Difference = -3602",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
4fd65721-dc52-444d-bd7c-3ed3c9137c23,INV0180,30,OVERPAYMENT,"Invoice amount = 4817, Payments = 18714, Difference = -13897",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
271b9eb3-add8-41c2-b36e-e41b1b82ada0,INV0137,47,OVERPAYMENT,"Invoice amount = 4066, Payments = 17199, Difference = -13133",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
6909f218-3266-41f7-900d-cd35b6ea5c64,INV0003,15,OVERPAYMENT,"Invoice amount = 2642, Payments = 7420, Difference = -4778",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
a48e653d-7bb8-464a-8da3-4422e6b093a8,INV0008,19,OVERPAYMENT,"Invoice amount = 1334, Payments = 4498, Difference = -3164",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5bbf0baa-3fb3-4f45-9620-369f85089147,INV0017,22,OVERPAYMENT,"Invoice amount = 4551, Payments = 8950, Difference = -4399",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
0d8a8633-b410-4d79-9b9d-8d8bed14725b,INV0057,8,OVERPAYMENT,"Invoice amount = 556, Payments = 5025, Difference = -4469",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
88d0581d-ba26-47ec-9ea9-f30b3a77e342,INV0120,8,OVERPAYMENT,"Invoice amount = 1653, Payments = 5025, Difference = -3373",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
277b131f-fe05-4764-930a-9828720aff60,INV0067,6,OVERPAYMENT,"Invoice amount = 3246, Payments = 9668, Difference = -6422",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
82f67c40-70b8-4209-9d62-83545210f668,INV0156,4,OVERPAYMENT,"Invoice amount = 2995, Payments = 3887, Difference = -892",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
0d103c48-93ac-4019-af52-0b7a07007495,INV0023,2,OVERPAYMENT,"Invoice amount = 3393, Payments = 20312, Difference = -16919",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
7d4a10e6-f9f3-47d2-9074-0d3c65e5375f,INV0046,25,OVERPAYMENT,"Invoice amount = 774, Payments = 13968, Difference = -13195",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
ff9e1ee8-2a4d-4f90-a855-50726812501e,INV0072,26,OVERPAYMENT,"Invoice amount = 145, Payments = 15116, Difference = -14971",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
1d85b51a-6e50-48be-b62e-71896c75aca2,INV0089,47,OVERPAYMENT,"Invoice amount = 559, Payments = 17199, Difference = -16640",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
cb4c078f-7a36-4e97-af50-0cb4b0fb643b,INV0168,7,PARTIAL_PAYMENT,"Invoice amount = 2704, Payments = 1987, Difference = 717",Review outstanding balance and initiate collection,FALSE,2025-09-17T01:56:47.34Z,
f6ef1a26-f679-4227-b8fb-e550ffd888a1,INV0135,35,OVERPAYMENT,"Invoice amount = 1862, Payments = 6426, Difference = -4564",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5f4270b4-ca84-4762-a672-d545342eaf44,INV0014,40,OVERPAYMENT,"Invoice amount = 2563, Payments = 26610, Difference = -24046",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
18214d34-769f-49be-84ed-5b26f73c3264,INV0041,21,OVERPAYMENT,"Invoice amount = 3261, Payments = 8156, Difference = -4895",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
ae7efec5-6d92-4f6f-b2f6-2983f6b0f9c4,INV0073,44,OVERPAYMENT,"Invoice amount = 597, Payments = 7350, Difference = -6753",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
56150e6b-8033-4357-bdda-de2c1643e81b,INV0139,3,OVERPAYMENT,"Invoice amount = 4349, Payments = 4584, Difference = -235",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
4e9278a3-92fc-4aae-8bc8-cc1aa0e7d8c4,INV0199,44,OVERPAYMENT,"Invoice amount = 171, Payments = 7350, Difference = -7180",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
a728277e-fb76-4d16-b18c-6553a3b431ed,INV0068,42,OVERPAYMENT,"Invoice amount = 512, Payments = 9211, Difference = -8698",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5e95ee47-dac0-45e8-b0ee-28904c3807d4,INV0092,25,OVERPAYMENT,"Invoice amount = 1296, Payments = 13968, Difference = -12673",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5b32c618-5282-4f76-9d6a-3bbf4c463939,INV0099,25,OVERPAYMENT,"Invoice amount = 2927, Payments = 13968, Difference = -11042",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
7e129934-fc43-4496-8ad6-f4902cf1da8c,INV0114,42,OVERPAYMENT,"Invoice amount = 4837, Payments = 9211, Difference = -4374",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
75471fa4-5fdb-4a5b-9b49-d62c579dc7a4,INV0176,28,OVERPAYMENT,"Invoice amount = 1427, Payments = 4650, Difference = -3223",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
58081a87-b8d8-46eb-8435-d5e099487bb8,INV0186,1,OVERPAYMENT,"Invoice amount = 1326, Payments = 13526, Difference = -12199",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
bc3831a7-b1ef-44bf-bfc2-9b8e3f4397f5,INV0004,43,OVERPAYMENT,"Invoice amount = 3545, Payments = 14260, Difference = -10715",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
6b166675-d92f-4cd3-8a54-4988ea9d4f27,INV0015,24,OVERPAYMENT,"Invoice amount = 352, Payments = 9907, Difference = -9555",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
654d98ac-0662-413d-b724-812dfc160ada,INV0018,2,OVERPAYMENT,"Invoice amount = 1274, Payments = 20312, Difference = -19039",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d0dc91d6-98cd-4a16-b710-d2901c144af7,INV0035,15,OVERPAYMENT,"Invoice amount = 300, Payments = 7420, Difference = -7120",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
4f2ec1a6-ca41-4485-bc3d-94726e834e3b,INV0049,9,OVERPAYMENT,"Invoice amount = 4631, Payments = 7653, Difference = -3022",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
89b38143-bb83-416c-8320-8833cf832174,INV0062,36,OVERPAYMENT,"Invoice amount = 1811, Payments = 12156, Difference = -10344",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
e8f398d4-53a5-4305-9545-a228dd79c79f,INV0084,40,OVERPAYMENT,"Invoice amount = 3758, Payments = 26610, Difference = -22852",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d0f4581d-b411-4128-87d8-79b9019ba4d2,INV0061,17,OVERPAYMENT,"Invoice amount = 1761, Payments = 5284, Difference = -3523",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
85a74cd6-bd6c-4e6f-ab97-3540e4607ee7,INV0094,41,NO_PAYMENT,"Invoice amount = 2026, Payments = 0, Difference = 2026",Investigate missing payment or follow up with customer,FALSE,2025-09-17T01:56:47.34Z,
460cf7b5-3205-4389-9082-b9fd67ec2e6d,INV0104,44,OVERPAYMENT,"Invoice amount = 219, Payments = 7350, Difference = -7131",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
53941cd0-c320-449a-80b2-ed722f8f9d7f,INV0096,15,OVERPAYMENT,"Invoice amount = 3193, Payments = 7420, Difference = -4227",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
60d3b4a8-80f6-4c1c-af46-2aa5d0cf675d,INV0115,39,OVERPAYMENT,"Invoice amount = 4822, Payments = 6971, Difference = -2149",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
55cb0a17-20bd-4373-aafe-4be8536f182a,INV0185,33,OVERPAYMENT,"Invoice amount = 867, Payments = 14061, Difference = -13195",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
eb3e77d4-0bb4-483d-84d6-2b15fa578f5e,INV0031,27,OVERPAYMENT,"Invoice amount = 542, Payments = 9428, Difference = -8886",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
37ee8c5c-96ee-405c-9f72-00fd1fc1538d,INV0059,35,OVERPAYMENT,"Invoice amount = 4512, Payments = 6426, Difference = -1914",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
38e90f90-1068-459e-aa7c-22b79c9ec08d,INV0080,15,OVERPAYMENT,"Invoice amount = 1199, Payments = 7420, Difference = -6221",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
b434123e-62e3-4fa9-9fb6-0f57a5ddb2c2,INV0095,29,OVERPAYMENT,"Invoice amount = 4471, Payments = 20817, Difference = -16346",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
9c64e9cb-1c77-4557-a919-30305ae8c45d,INV0109,8,OVERPAYMENT,"Invoice amount = 4583, Payments = 5025, Difference = -443",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
ba4d127f-456c-4b5d-a3a5-06fc401a1a7f,INV0117,28,OVERPAYMENT,"Invoice amount = 1543, Payments = 4650, Difference = -3108",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
2199421f-1470-4c2c-81a5-7b7a16d0d534,INV0125,23,OVERPAYMENT,"Invoice amount = 2893, Payments = 14677, Difference = -11783",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
f2e3f84d-6b6a-43a0-b359-17f38a52d994,INV0196,37,OVERPAYMENT,"Invoice amount = 1314, Payments = 6715, Difference = -5401",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
1ffcad21-8b93-4ab8-b15c-b34880eac862,INV0164,29,OVERPAYMENT,"Invoice amount = 1158, Payments = 20817, Difference = -19659",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
b95bc6b1-9f75-433f-806e-6a025049ae64,INV0081,8,OVERPAYMENT,"Invoice amount = 3590, Payments = 5025, Difference = -1436",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
d7159750-d8db-4452-aa25-b1162cf27a8c,INV0108,17,OVERPAYMENT,"Invoice amount = 4774, Payments = 5284, Difference = -510",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
c974e0ed-e51f-4d29-b30c-473badfa207b,INV0147,15,OVERPAYMENT,"Invoice amount = 4461, Payments = 7420, Difference = -2959",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
549d491c-4b1a-4fb8-b917-fe62b38984c5,INV0087,45,OVERPAYMENT,"Invoice amount = 3322, Payments = 17344, Difference = -14022",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
8866739a-fcd0-4a54-bd37-78f862968fb9,INV0143,14,OVERPAYMENT,"Invoice amount = 4012, Payments = 10126, Difference = -6114",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
79aef9a3-f7cf-4148-9d19-05936c3173c1,INV0181,11,OVERPAYMENT,"Invoice amount = 4196, Payments = 5692, Difference = -1496",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
b71a955c-75dd-4957-89de-cf7b765f576a,INV0187,27,OVERPAYMENT,"Invoice amount = 2791, Payments = 9428, Difference = -6637",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
1090f54f-1590-4e63-9a3d-00ca1ccc1f1e,INV0195,9,OVERPAYMENT,"Invoice amount = 2156, Payments = 7653, Difference = -5497",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
e08f2505-bdd3-4eda-af8b-b85089d70361,INV0051,2,OVERPAYMENT,"Invoice amount = 1364, Payments = 20312, Difference = -18948",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
c4654d69-5347-42a7-9455-f5d250d81e46,INV0005,8,OVERPAYMENT,"Invoice amount = 1882, Payments = 5025, Difference = -3144",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
fc378775-e4ff-4ba8-af44-7c91ff48b146,INV0016,3,OVERPAYMENT,"Invoice amount = 1465, Payments = 4584, Difference = -3118",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
832a2262-f33e-4a15-bf16-9ce6d5941508,INV0028,44,OVERPAYMENT,"Invoice amount = 3198, Payments = 7350, Difference = -4152",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
c164193d-fb57-4542-aa6c-cfb609cde6f5,INV0047,14,OVERPAYMENT,"Invoice amount = 1771, Payments = 10126, Difference = -8355",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
781ab8f7-f56d-4c75-9b43-b545e48c6bad,INV0079,48,OVERPAYMENT,"Invoice amount = 3295, Payments = 9409, Difference = -6114",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
5ad1371c-cdb1-47f5-b194-df1be0bdac77,INV0107,11,OVERPAYMENT,"Invoice amount = 4708, Payments = 5692, Difference = -984",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
96258574-b02b-4f76-8f13-dbdfbaec7da5,INV0197,33,OVERPAYMENT,"Invoice amount = 1844, Payments = 14061, Difference = -12217",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
4eaaaf80-3c9b-4511-8563-85b8ad6daf98,INV0024,21,OVERPAYMENT,"Invoice amount = 3832, Payments = 8156, Difference = -4324",Check for duplicate/refund required,FALSE,2025-09-17T01:56:47.34Z,
